"","Habitat","DayNight","Replicate","Mass","species","abundance"
"371","Sargassum_vestitum","N",1,25.6,"Ampithoe_ngana",5
"372","Sargassum_vestitum","N",2,51.9,"Ampithoe_ngana",3
"373","Sargassum_vestitum","N",3,46.4,"Ampithoe_ngana",0
"374","Sargassum_vestitum","N",4,27.1,"Ampithoe_ngana",0
"375","Sargassum_vestitum","N",5,51.9,"Ampithoe_ngana",0
"376","Sargassum_vestitum","N",6,26.4,"Ampithoe_ngana",4
"377","Sargassum_vestitum","N",7,26.1,"Ampithoe_ngana",4
"378","Sargassum_vestitum","N",8,16.3,"Ampithoe_ngana",0
"379","Sargassum_vestitum","N",9,28.7,"Ampithoe_ngana",10
"380","Sargassum_vestitum","N",10,53.7,"Ampithoe_ngana",0
"381","Zonaria_diesingiana","D",1,8.6,"Ampithoe_ngana",59
"382","Zonaria_diesingiana","D",2,6.2,"Ampithoe_ngana",33
"383","Zonaria_diesingiana","D",3,8.9,"Ampithoe_ngana",22
"384","Zonaria_diesingiana","D",4,7.4,"Ampithoe_ngana",10
"385","Zonaria_diesingiana","D",5,12.8,"Ampithoe_ngana",23
"386","Zonaria_diesingiana","D",6,15.3,"Ampithoe_ngana",30
"387","Zonaria_diesingiana","D",7,11.8,"Ampithoe_ngana",9
"388","Zonaria_diesingiana","D",8,9.9,"Ampithoe_ngana",4
"389","Zonaria_diesingiana","D",9,14.6,"Ampithoe_ngana",12
"390","Zonaria_diesingiana","D",10,10.4,"Ampithoe_ngana",42
"391","Zonaria_diesingiana","N",1,11.8,"Ampithoe_ngana",40
"392","Zonaria_diesingiana","N",2,4.2,"Ampithoe_ngana",36
"393","Zonaria_diesingiana","N",3,3.9,"Ampithoe_ngana",43
"394","Zonaria_diesingiana","N",4,7.6,"Ampithoe_ngana",50
"395","Zonaria_diesingiana","N",5,6.6,"Ampithoe_ngana",61
"396","Zonaria_diesingiana","N",6,10.3,"Ampithoe_ngana",28
"397","Zonaria_diesingiana","N",7,12.8,"Ampithoe_ngana",19
"398","Zonaria_diesingiana","N",8,7,"Ampithoe_ngana",10
"399","Zonaria_diesingiana","N",9,5.6,"Ampithoe_ngana",17
"400","Zonaria_diesingiana","N",10,7.2,"Ampithoe_ngana",49
"401","Colpomenia_peregrina","D",1,7.9,"Cymadusa_munnu",0
"402","Colpomenia_peregrina","D",2,11.9,"Cymadusa_munnu",0
"403","Colpomenia_peregrina","D",3,14,"Cymadusa_munnu",6
"404","Colpomenia_peregrina","D",4,8.7,"Cymadusa_munnu",6
"405","Colpomenia_peregrina","D",5,12.3,"Cymadusa_munnu",1
"406","Colpomenia_peregrina","D",6,12.8,"Cymadusa_munnu",4
"407","Colpomenia_peregrina","D",7,9.2,"Cymadusa_munnu",0
"408","Colpomenia_peregrina","D",8,10.5,"Cymadusa_munnu",0
"409","Colpomenia_peregrina","D",9,12.6,"Cymadusa_munnu",0
"410","Colpomenia_peregrina","D",10,10.4,"Cymadusa_munnu",0
"411","Colpomenia_peregrina","N",1,11.1,"Cymadusa_munnu",0
"412","Colpomenia_peregrina","N",2,6.8,"Cymadusa_munnu",0
"413","Colpomenia_peregrina","N",3,12.3,"Cymadusa_munnu",0
"414","Colpomenia_peregrina","N",4,10.1,"Cymadusa_munnu",1
"415","Colpomenia_peregrina","N",5,15.6,"Cymadusa_munnu",0
"416","Colpomenia_peregrina","N",6,7.3,"Cymadusa_munnu",1
"417","Colpomenia_peregrina","N",7,8.1,"Cymadusa_munnu",4
"418","Colpomenia_peregrina","N",8,5.3,"Cymadusa_munnu",0
"419","Colpomenia_peregrina","N",9,6.9,"Cymadusa_munnu",0
"420","Colpomenia_peregrina","N",10,8.3,"Cymadusa_munnu",0
"421","Dictyopteris_acrostichoides","D",1,25.5,"Cymadusa_munnu",0
"422","Dictyopteris_acrostichoides","D",2,43.6,"Cymadusa_munnu",0
"423","Dictyopteris_acrostichoides","D",3,27.9,"Cymadusa_munnu",0
"424","Dictyopteris_acrostichoides","D",4,70.7,"Cymadusa_munnu",0
"425","Dictyopteris_acrostichoides","D",5,42.7,"Cymadusa_munnu",0
"426","Dictyopteris_acrostichoides","D",6,47.3,"Cymadusa_munnu",0
"427","Dictyopteris_acrostichoides","D",7,20.1,"Cymadusa_munnu",0
"428","Dictyopteris_acrostichoides","D",8,45.3,"Cymadusa_munnu",0
"429","Dictyopteris_acrostichoides","D",9,21.7,"Cymadusa_munnu",0
"430","Dictyopteris_acrostichoides","D",10,40,"Cymadusa_munnu",0
"431","Dictyopteris_acrostichoides","N",1,42.9,"Cymadusa_munnu",0
"432","Dictyopteris_acrostichoides","N",2,38.2,"Cymadusa_munnu",0
"433","Dictyopteris_acrostichoides","N",3,20.1,"Cymadusa_munnu",0
"434","Dictyopteris_acrostichoides","N",4,10.3,"Cymadusa_munnu",0
"435","Dictyopteris_acrostichoides","N",5,25.7,"Cymadusa_munnu",0
"436","Dictyopteris_acrostichoides","N",6,41.9,"Cymadusa_munnu",0
"437","Dictyopteris_acrostichoides","N",7,29.4,"Cymadusa_munnu",0
"438","Dictyopteris_acrostichoides","N",8,21.8,"Cymadusa_munnu",0
"439","Dictyopteris_acrostichoides","N",9,23.9,"Cymadusa_munnu",0
"440","Dictyopteris_acrostichoides","N",10,23.8,"Cymadusa_munnu",0
"441","Sargassum_linearifolium","D",1,43.9,"Cymadusa_munnu",0
"442","Sargassum_linearifolium","D",2,52.3,"Cymadusa_munnu",0
"443","Sargassum_linearifolium","D",3,54.4,"Cymadusa_munnu",0
"444","Sargassum_linearifolium","D",4,25.6,"Cymadusa_munnu",0
"445","Sargassum_linearifolium","D",5,48.2,"Cymadusa_munnu",0
"446","Sargassum_linearifolium","D",6,70.4,"Cymadusa_munnu",0
"447","Sargassum_linearifolium","D",7,92.7,"Cymadusa_munnu",0
"448","Sargassum_linearifolium","D",8,52.7,"Cymadusa_munnu",0
"449","Sargassum_linearifolium","D",9,41.9,"Cymadusa_munnu",0
"450","Sargassum_linearifolium","D",10,31,"Cymadusa_munnu",0
"451","Sargassum_linearifolium","N",1,65.1,"Cymadusa_munnu",0
"452","Sargassum_linearifolium","N",2,41.5,"Cymadusa_munnu",0
"453","Sargassum_linearifolium","N",3,52.2,"Cymadusa_munnu",0
"454","Sargassum_linearifolium","N",4,40.1,"Cymadusa_munnu",0
"455","Sargassum_linearifolium","N",5,71.2,"Cymadusa_munnu",0
"456","Sargassum_linearifolium","N",6,35.2,"Cymadusa_munnu",0
"457","Sargassum_linearifolium","N",7,35.6,"Cymadusa_munnu",0
"458","Sargassum_linearifolium","N",8,47.7,"Cymadusa_munnu",0
"459","Sargassum_linearifolium","N",9,20.9,"Cymadusa_munnu",0
"460","Sargassum_linearifolium","N",10,34.6,"Cymadusa_munnu",0
"461","Sargassum_vestitum","D",1,42.3,"Cymadusa_munnu",0
"462","Sargassum_vestitum","D",2,31.8,"Cymadusa_munnu",0
"463","Sargassum_vestitum","D",3,42.8,"Cymadusa_munnu",0
"464","Sargassum_vestitum","D",4,27.3,"Cymadusa_munnu",0
"465","Sargassum_vestitum","D",5,37.9,"Cymadusa_munnu",0
"466","Sargassum_vestitum","D",6,52.9,"Cymadusa_munnu",0
"467","Sargassum_vestitum","D",7,27.1,"Cymadusa_munnu",0
"468","Sargassum_vestitum","D",8,35.7,"Cymadusa_munnu",0
"469","Sargassum_vestitum","D",9,34.4,"Cymadusa_munnu",0
"470","Sargassum_vestitum","D",10,31.8,"Cymadusa_munnu",0
"471","Sargassum_vestitum","N",1,25.6,"Cymadusa_munnu",0
"472","Sargassum_vestitum","N",2,51.9,"Cymadusa_munnu",0
"473","Sargassum_vestitum","N",3,46.4,"Cymadusa_munnu",0
"474","Sargassum_vestitum","N",4,27.1,"Cymadusa_munnu",0
"475","Sargassum_vestitum","N",5,51.9,"Cymadusa_munnu",0
"476","Sargassum_vestitum","N",6,26.4,"Cymadusa_munnu",0
"477","Sargassum_vestitum","N",7,26.1,"Cymadusa_munnu",0
"478","Sargassum_vestitum","N",8,16.3,"Cymadusa_munnu",0
"479","Sargassum_vestitum","N",9,28.7,"Cymadusa_munnu",0
"480","Sargassum_vestitum","N",10,53.7,"Cymadusa_munnu",0
"481","Zonaria_diesingiana","D",1,8.6,"Cymadusa_munnu",0
"482","Zonaria_diesingiana","D",2,6.2,"Cymadusa_munnu",0
"483","Zonaria_diesingiana","D",3,8.9,"Cymadusa_munnu",0
"484","Zonaria_diesingiana","D",4,7.4,"Cymadusa_munnu",0
"485","Zonaria_diesingiana","D",5,12.8,"Cymadusa_munnu",0
"486","Zonaria_diesingiana","D",6,15.3,"Cymadusa_munnu",0
"487","Zonaria_diesingiana","D",7,11.8,"Cymadusa_munnu",0
"488","Zonaria_diesingiana","D",8,9.9,"Cymadusa_munnu",0
"489","Zonaria_diesingiana","D",9,14.6,"Cymadusa_munnu",0
"490","Zonaria_diesingiana","D",10,10.4,"Cymadusa_munnu",0
"491","Zonaria_diesingiana","N",1,11.8,"Cymadusa_munnu",0
"492","Zonaria_diesingiana","N",2,4.2,"Cymadusa_munnu",2
"493","Zonaria_diesingiana","N",3,3.9,"Cymadusa_munnu",0
"494","Zonaria_diesingiana","N",4,7.6,"Cymadusa_munnu",0
"495","Zonaria_diesingiana","N",5,6.6,"Cymadusa_munnu",0
"496","Zonaria_diesingiana","N",6,10.3,"Cymadusa_munnu",0
"497","Zonaria_diesingiana","N",7,12.8,"Cymadusa_munnu",0
"498","Zonaria_diesingiana","N",8,7,"Cymadusa_munnu",0
"499","Zonaria_diesingiana","N",9,5.6,"Cymadusa_munnu",0
"500","Zonaria_diesingiana","N",10,7.2,"Cymadusa_munnu",0
"501","Colpomenia_peregrina","D",1,7.9,"Exampithoe_kutti",5
"502","Colpomenia_peregrina","D",2,11.9,"Exampithoe_kutti",2
"503","Colpomenia_peregrina","D",3,14,"Exampithoe_kutti",2
"504","Colpomenia_peregrina","D",4,8.7,"Exampithoe_kutti",0
"505","Colpomenia_peregrina","D",5,12.3,"Exampithoe_kutti",0
"506","Colpomenia_peregrina","D",6,12.8,"Exampithoe_kutti",2
"507","Colpomenia_peregrina","D",7,9.2,"Exampithoe_kutti",3
"508","Colpomenia_peregrina","D",8,10.5,"Exampithoe_kutti",3
"509","Colpomenia_peregrina","D",9,12.6,"Exampithoe_kutti",0
"510","Colpomenia_peregrina","D",10,10.4,"Exampithoe_kutti",1
"511","Colpomenia_peregrina","N",1,11.1,"Exampithoe_kutti",1
"512","Colpomenia_peregrina","N",2,6.8,"Exampithoe_kutti",2
"513","Colpomenia_peregrina","N",3,12.3,"Exampithoe_kutti",1
"514","Colpomenia_peregrina","N",4,10.1,"Exampithoe_kutti",1
"515","Colpomenia_peregrina","N",5,15.6,"Exampithoe_kutti",1
"516","Colpomenia_peregrina","N",6,7.3,"Exampithoe_kutti",1
"517","Colpomenia_peregrina","N",7,8.1,"Exampithoe_kutti",0
"518","Colpomenia_peregrina","N",8,5.3,"Exampithoe_kutti",2
"519","Colpomenia_peregrina","N",9,6.9,"Exampithoe_kutti",1
"520","Colpomenia_peregrina","N",10,8.3,"Exampithoe_kutti",1
"521","Dictyopteris_acrostichoides","D",1,25.5,"Exampithoe_kutti",25
"522","Dictyopteris_acrostichoides","D",2,43.6,"Exampithoe_kutti",58
"523","Dictyopteris_acrostichoides","D",3,27.9,"Exampithoe_kutti",30
"524","Dictyopteris_acrostichoides","D",4,70.7,"Exampithoe_kutti",66
"525","Dictyopteris_acrostichoides","D",5,42.7,"Exampithoe_kutti",12
"526","Dictyopteris_acrostichoides","D",6,47.3,"Exampithoe_kutti",123
"527","Dictyopteris_acrostichoides","D",7,20.1,"Exampithoe_kutti",18
"528","Dictyopteris_acrostichoides","D",8,45.3,"Exampithoe_kutti",18
"529","Dictyopteris_acrostichoides","D",9,21.7,"Exampithoe_kutti",16
"530","Dictyopteris_acrostichoides","D",10,40,"Exampithoe_kutti",21
"531","Dictyopteris_acrostichoides","N",1,42.9,"Exampithoe_kutti",38
"532","Dictyopteris_acrostichoides","N",2,38.2,"Exampithoe_kutti",79
"533","Dictyopteris_acrostichoides","N",3,20.1,"Exampithoe_kutti",167
"534","Dictyopteris_acrostichoides","N",4,10.3,"Exampithoe_kutti",33
"535","Dictyopteris_acrostichoides","N",5,25.7,"Exampithoe_kutti",95
"536","Dictyopteris_acrostichoides","N",6,41.9,"Exampithoe_kutti",4
"537","Dictyopteris_acrostichoides","N",7,29.4,"Exampithoe_kutti",71
"538","Dictyopteris_acrostichoides","N",8,21.8,"Exampithoe_kutti",37
"539","Dictyopteris_acrostichoides","N",9,23.9,"Exampithoe_kutti",166
"540","Dictyopteris_acrostichoides","N",10,23.8,"Exampithoe_kutti",8
"541","Sargassum_linearifolium","D",1,43.9,"Exampithoe_kutti",6
"542","Sargassum_linearifolium","D",2,52.3,"Exampithoe_kutti",7
"543","Sargassum_linearifolium","D",3,54.4,"Exampithoe_kutti",23
"544","Sargassum_linearifolium","D",4,25.6,"Exampithoe_kutti",7
"545","Sargassum_linearifolium","D",5,48.2,"Exampithoe_kutti",4
"546","Sargassum_linearifolium","D",6,70.4,"Exampithoe_kutti",0
"547","Sargassum_linearifolium","D",7,92.7,"Exampithoe_kutti",7
"548","Sargassum_linearifolium","D",8,52.7,"Exampithoe_kutti",18
"549","Sargassum_linearifolium","D",9,41.9,"Exampithoe_kutti",12
"550","Sargassum_linearifolium","D",10,31,"Exampithoe_kutti",4
"551","Sargassum_linearifolium","N",1,65.1,"Exampithoe_kutti",7
"552","Sargassum_linearifolium","N",2,41.5,"Exampithoe_kutti",3
"553","Sargassum_linearifolium","N",3,52.2,"Exampithoe_kutti",4
"554","Sargassum_linearifolium","N",4,40.1,"Exampithoe_kutti",23
"555","Sargassum_linearifolium","N",5,71.2,"Exampithoe_kutti",5
"556","Sargassum_linearifolium","N",6,35.2,"Exampithoe_kutti",4
"557","Sargassum_linearifolium","N",7,35.6,"Exampithoe_kutti",6
"558","Sargassum_linearifolium","N",8,47.7,"Exampithoe_kutti",9
"559","Sargassum_linearifolium","N",9,20.9,"Exampithoe_kutti",2
"560","Sargassum_linearifolium","N",10,34.6,"Exampithoe_kutti",10
"561","Sargassum_vestitum","D",1,42.3,"Exampithoe_kutti",2
"562","Sargassum_vestitum","D",2,31.8,"Exampithoe_kutti",1
"563","Sargassum_vestitum","D",3,42.8,"Exampithoe_kutti",0
"564","Sargassum_vestitum","D",4,27.3,"Exampithoe_kutti",3
"565","Sargassum_vestitum","D",5,37.9,"Exampithoe_kutti",0
"566","Sargassum_vestitum","D",6,52.9,"Exampithoe_kutti",0
"567","Sargassum_vestitum","D",7,27.1,"Exampithoe_kutti",0
"568","Sargassum_vestitum","D",8,35.7,"Exampithoe_kutti",2
"569","Sargassum_vestitum","D",9,34.4,"Exampithoe_kutti",8
"570","Sargassum_vestitum","D",10,31.8,"Exampithoe_kutti",0
"571","Sargassum_vestitum","N",1,25.6,"Exampithoe_kutti",5
"572","Sargassum_vestitum","N",2,51.9,"Exampithoe_kutti",0
"573","Sargassum_vestitum","N",3,46.4,"Exampithoe_kutti",0
"574","Sargassum_vestitum","N",4,27.1,"Exampithoe_kutti",0
"575","Sargassum_vestitum","N",5,51.9,"Exampithoe_kutti",0
"576","Sargassum_vestitum","N",6,26.4,"Exampithoe_kutti",0
"577","Sargassum_vestitum","N",7,26.1,"Exampithoe_kutti",4
"578","Sargassum_vestitum","N",8,16.3,"Exampithoe_kutti",0
"579","Sargassum_vestitum","N",9,28.7,"Exampithoe_kutti",4
"580","Sargassum_vestitum","N",10,53.7,"Exampithoe_kutti",0
"581","Zonaria_diesingiana","D",1,8.6,"Exampithoe_kutti",43
"582","Zonaria_diesingiana","D",2,6.2,"Exampithoe_kutti",6
"583","Zonaria_diesingiana","D",3,8.9,"Exampithoe_kutti",0
"584","Zonaria_diesingiana","D",4,7.4,"Exampithoe_kutti",10
"585","Zonaria_diesingiana","D",5,12.8,"Exampithoe_kutti",2
"586","Zonaria_diesingiana","D",6,15.3,"Exampithoe_kutti",7
"587","Zonaria_diesingiana","D",7,11.8,"Exampithoe_kutti",1
"588","Zonaria_diesingiana","D",8,9.9,"Exampithoe_kutti",1
"589","Zonaria_diesingiana","D",9,14.6,"Exampithoe_kutti",7
"590","Zonaria_diesingiana","D",10,10.4,"Exampithoe_kutti",0
"591","Zonaria_diesingiana","N",1,11.8,"Exampithoe_kutti",19
"592","Zonaria_diesingiana","N",2,4.2,"Exampithoe_kutti",18
"593","Zonaria_diesingiana","N",3,3.9,"Exampithoe_kutti",6
"594","Zonaria_diesingiana","N",4,7.6,"Exampithoe_kutti",5
"595","Zonaria_diesingiana","N",5,6.6,"Exampithoe_kutti",11
"596","Zonaria_diesingiana","N",6,10.3,"Exampithoe_kutti",1
"597","Zonaria_diesingiana","N",7,12.8,"Exampithoe_kutti",6
"598","Zonaria_diesingiana","N",8,7,"Exampithoe_kutti",4
"599","Zonaria_diesingiana","N",9,5.6,"Exampithoe_kutti",2
"600","Zonaria_diesingiana","N",10,7.2,"Exampithoe_kutti",14
"601","Colpomenia_peregrina","D",1,7.9,"Plumithoe_quadrimanus",6
"602","Colpomenia_peregrina","D",2,11.9,"Plumithoe_quadrimanus",13
"603","Colpomenia_peregrina","D",3,14,"Plumithoe_quadrimanus",16
"604","Colpomenia_peregrina","D",4,8.7,"Plumithoe_quadrimanus",12
"605","Colpomenia_peregrina","D",5,12.3,"Plumithoe_quadrimanus",37
"606","Colpomenia_peregrina","D",6,12.8,"Plumithoe_quadrimanus",21
"607","Colpomenia_peregrina","D",7,9.2,"Plumithoe_quadrimanus",10
"608","Colpomenia_peregrina","D",8,10.5,"Plumithoe_quadrimanus",33
"609","Colpomenia_peregrina","D",9,12.6,"Plumithoe_quadrimanus",2
"610","Colpomenia_peregrina","D",10,10.4,"Plumithoe_quadrimanus",2
"611","Colpomenia_peregrina","N",1,11.1,"Plumithoe_quadrimanus",18
"612","Colpomenia_peregrina","N",2,6.8,"Plumithoe_quadrimanus",2
"613","Colpomenia_peregrina","N",3,12.3,"Plumithoe_quadrimanus",0
"614","Colpomenia_peregrina","N",4,10.1,"Plumithoe_quadrimanus",9
"615","Colpomenia_peregrina","N",5,15.6,"Plumithoe_quadrimanus",31
"616","Colpomenia_peregrina","N",6,7.3,"Plumithoe_quadrimanus",16
"617","Colpomenia_peregrina","N",7,8.1,"Plumithoe_quadrimanus",6
"618","Colpomenia_peregrina","N",8,5.3,"Plumithoe_quadrimanus",12
"619","Colpomenia_peregrina","N",9,6.9,"Plumithoe_quadrimanus",6
"620","Colpomenia_peregrina","N",10,8.3,"Plumithoe_quadrimanus",50
"621","Dictyopteris_acrostichoides","D",1,25.5,"Plumithoe_quadrimanus",0
"622","Dictyopteris_acrostichoides","D",2,43.6,"Plumithoe_quadrimanus",0
"623","Dictyopteris_acrostichoides","D",3,27.9,"Plumithoe_quadrimanus",0
"624","Dictyopteris_acrostichoides","D",4,70.7,"Plumithoe_quadrimanus",0
"625","Dictyopteris_acrostichoides","D",5,42.7,"Plumithoe_quadrimanus",0
"626","Dictyopteris_acrostichoides","D",6,47.3,"Plumithoe_quadrimanus",0
"627","Dictyopteris_acrostichoides","D",7,20.1,"Plumithoe_quadrimanus",0
"628","Dictyopteris_acrostichoides","D",8,45.3,"Plumithoe_quadrimanus",0
"629","Dictyopteris_acrostichoides","D",9,21.7,"Plumithoe_quadrimanus",0
"630","Dictyopteris_acrostichoides","D",10,40,"Plumithoe_quadrimanus",0
"631","Dictyopteris_acrostichoides","N",1,42.9,"Plumithoe_quadrimanus",0
"632","Dictyopteris_acrostichoides","N",2,38.2,"Plumithoe_quadrimanus",0
"633","Dictyopteris_acrostichoides","N",3,20.1,"Plumithoe_quadrimanus",0
"634","Dictyopteris_acrostichoides","N",4,10.3,"Plumithoe_quadrimanus",0
"635","Dictyopteris_acrostichoides","N",5,25.7,"Plumithoe_quadrimanus",0
"636","Dictyopteris_acrostichoides","N",6,41.9,"Plumithoe_quadrimanus",0
"637","Dictyopteris_acrostichoides","N",7,29.4,"Plumithoe_quadrimanus",0
"638","Dictyopteris_acrostichoides","N",8,21.8,"Plumithoe_quadrimanus",0
"639","Dictyopteris_acrostichoides","N",9,23.9,"Plumithoe_quadrimanus",0
"640","Dictyopteris_acrostichoides","N",10,23.8,"Plumithoe_quadrimanus",0
"641","Sargassum_linearifolium","D",1,43.9,"Plumithoe_quadrimanus",0
"642","Sargassum_linearifolium","D",2,52.3,"Plumithoe_quadrimanus",0
"643","Sargassum_linearifolium","D",3,54.4,"Plumithoe_quadrimanus",0
"644","Sargassum_linearifolium","D",4,25.6,"Plumithoe_quadrimanus",0
"645","Sargassum_linearifolium","D",5,48.2,"Plumithoe_quadrimanus",0
"646","Sargassum_linearifolium","D",6,70.4,"Plumithoe_quadrimanus",0
"647","Sargassum_linearifolium","D",7,92.7,"Plumithoe_quadrimanus",0
"648","Sargassum_linearifolium","D",8,52.7,"Plumithoe_quadrimanus",0
"649","Sargassum_linearifolium","D",9,41.9,"Plumithoe_quadrimanus",0
"650","Sargassum_linearifolium","D",10,31,"Plumithoe_quadrimanus",0
"651","Sargassum_linearifolium","N",1,65.1,"Plumithoe_quadrimanus",0
"652","Sargassum_linearifolium","N",2,41.5,"Plumithoe_quadrimanus",0
"653","Sargassum_linearifolium","N",3,52.2,"Plumithoe_quadrimanus",0
"654","Sargassum_linearifolium","N",4,40.1,"Plumithoe_quadrimanus",0
"655","Sargassum_linearifolium","N",5,71.2,"Plumithoe_quadrimanus",0
"656","Sargassum_linearifolium","N",6,35.2,"Plumithoe_quadrimanus",0
"657","Sargassum_linearifolium","N",7,35.6,"Plumithoe_quadrimanus",0
"658","Sargassum_linearifolium","N",8,47.7,"Plumithoe_quadrimanus",0
"659","Sargassum_linearifolium","N",9,20.9,"Plumithoe_quadrimanus",0
"660","Sargassum_linearifolium","N",10,34.6,"Plumithoe_quadrimanus",0
"661","Sargassum_vestitum","D",1,42.3,"Plumithoe_quadrimanus",0
"662","Sargassum_vestitum","D",2,31.8,"Plumithoe_quadrimanus",0
"663","Sargassum_vestitum","D",3,42.8,"Plumithoe_quadrimanus",0
"664","Sargassum_vestitum","D",4,27.3,"Plumithoe_quadrimanus",0
"665","Sargassum_vestitum","D",5,37.9,"Plumithoe_quadrimanus",0
"666","Sargassum_vestitum","D",6,52.9,"Plumithoe_quadrimanus",0
"667","Sargassum_vestitum","D",7,27.1,"Plumithoe_quadrimanus",0
"668","Sargassum_vestitum","D",8,35.7,"Plumithoe_quadrimanus",0
"669","Sargassum_vestitum","D",9,34.4,"Plumithoe_quadrimanus",0
"670","Sargassum_vestitum","D",10,31.8,"Plumithoe_quadrimanus",0
"671","Sargassum_vestitum","N",1,25.6,"Plumithoe_quadrimanus",0
"672","Sargassum_vestitum","N",2,51.9,"Plumithoe_quadrimanus",0
"673","Sargassum_vestitum","N",3,46.4,"Plumithoe_quadrimanus",0
"674","Sargassum_vestitum","N",4,27.1,"Plumithoe_quadrimanus",0
"675","Sargassum_vestitum","N",5,51.9,"Plumithoe_quadrimanus",0
"676","Sargassum_vestitum","N",6,26.4,"Plumithoe_quadrimanus",0
"677","Sargassum_vestitum","N",7,26.1,"Plumithoe_quadrimanus",0
"678","Sargassum_vestitum","N",8,16.3,"Plumithoe_quadrimanus",0
"679","Sargassum_vestitum","N",9,28.7,"Plumithoe_quadrimanus",0
"680","Sargassum_vestitum","N",10,53.7,"Plumithoe_quadrimanus",0
"681","Zonaria_diesingiana","D",1,8.6,"Plumithoe_quadrimanus",0
"682","Zonaria_diesingiana","D",2,6.2,"Plumithoe_quadrimanus",6
"683","Zonaria_diesingiana","D",3,8.9,"Plumithoe_quadrimanus",0
"684","Zonaria_diesingiana","D",4,7.4,"Plumithoe_quadrimanus",0
"685","Zonaria_diesingiana","D",5,12.8,"Plumithoe_quadrimanus",0
"686","Zonaria_diesingiana","D",6,15.3,"Plumithoe_quadrimanus",0
"687","Zonaria_diesingiana","D",7,11.8,"Plumithoe_quadrimanus",0
"688","Zonaria_diesingiana","D",8,9.9,"Plumithoe_quadrimanus",8
"689","Zonaria_diesingiana","D",9,14.6,"Plumithoe_quadrimanus",0
"690","Zonaria_diesingiana","D",10,10.4,"Plumithoe_quadrimanus",1
"691","Zonaria_diesingiana","N",1,11.8,"Plumithoe_quadrimanus",0
"692","Zonaria_diesingiana","N",2,4.2,"Plumithoe_quadrimanus",0
"693","Zonaria_diesingiana","N",3,3.9,"Plumithoe_quadrimanus",0
"694","Zonaria_diesingiana","N",4,7.6,"Plumithoe_quadrimanus",7
"695","Zonaria_diesingiana","N",5,6.6,"Plumithoe_quadrimanus",4
"696","Zonaria_diesingiana","N",6,10.3,"Plumithoe_quadrimanus",0
"697","Zonaria_diesingiana","N",7,12.8,"Plumithoe_quadrimanus",0
"698","Zonaria_diesingiana","N",8,7,"Plumithoe_quadrimanus",0
"699","Zonaria_diesingiana","N",9,5.6,"Plumithoe_quadrimanus",0
"700","Zonaria_diesingiana","N",10,7.2,"Plumithoe_quadrimanus",0
