"ABUNDANCE","BIOMASS","GENUS_SPECIES","SAMPLE_DESC","PLOT","LATITUDE","LONGITUDE","DAY","MONTH","YEAR"
"1","0","Stibochiona nicea","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","6","2004"
"8","0","Stichophthalma howqua","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","6","2004"
"1","0","Tagiades litigiosa","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","6","2004"
"1","0","Vindula erota","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","6","2004"
"1","0","Bibasis vasutana","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"4","0","Cethosia biblis","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"2","0","Euploea mulciber","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"3","0","Mycalesis misenus","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"1","0","Papilio dialis","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"1","0","Papilio helenus","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"4","0","Ragadia crisilda","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"1","0","Stibochiona nicea","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"1","0","Tagiades litigiosa","21.0833_105.1_T2_2004","T2","21.083300","105.100000","20","8","2004"
"1","0","Cethosia biblis","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"1","0","Euploea mulciber","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"2","0","Hasora anura","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"1","0","Lethe syrcis","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"21","0","Neope muirheadi","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"1","0","Notocrypta curvifascia","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"1","0","Prioneris thestylis","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"1","0","Ragadia crisilda","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"6","0","Stichophthalma howqua","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"1","0","Tagiades litigiosa","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"2","0","Tirumala septentrionis","21.0833_105.1_T2_2004","T2","21.083300","105.100000","21","6","2004"
"1","0","Appias albina","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"1","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"2","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"1","0","Eurema blanda","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"1","0","Lamproptera curius","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"1","0","Meandrusa sciron","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"1","0","Papilio helenus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"2","0","Parantica aglea","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"1","0","Prioneris philonome","21.0833_105.1_T2_2005","T2","21.083300","105.100000","11","10","2005"
"8","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","16","7","2005"
"1","0","Euploea eunice","21.0833_105.1_T2_2005","T2","21.083300","105.100000","16","7","2005"
"2","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","16","7","2005"
"1","0","Lamproptera curius","21.0833_105.1_T2_2005","T2","21.083300","105.100000","16","7","2005"
"1","0","Parantica melaneus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","16","7","2005"
"1","0","Prioneris thestylis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","16","7","2005"
"2","0","Stichophthalma howqua","21.0833_105.1_T2_2005","T2","21.083300","105.100000","16","7","2005"
"2","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"2","0","Hasora vitta","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"2","0","Neptis clinia","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Papilio paris","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Papilio protenor","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Parantica aglea","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Parantica melaneus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"4","0","Prioneris thestylis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"2","0","Stibochiona nicea","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Troides helena","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Vagrans egista","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","5","2005"
"1","0","Appias lyncida","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Celastrina lavendularis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Cepora nadina","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"4","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"2","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Cyrestis thyodamas","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"18","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"2","0","Euripus nyctelius","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Graphium sarpedon","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"3","0","Hasora badra","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Hebomoia glaucippe","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Ideopsis similis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Lamproptera curius","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Neope muirheadi","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Papilio helenus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"2","0","Papilio memnon","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Parantica aglea","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"5","0","Parantica melaneus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Parantica sita","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Prioneris thestylis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Rapala rectivitta","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Stibochiona nicea","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"5","0","Stichophthalma howqua","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Tirumala septentrionis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Vagrans egista","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","6","2005"
"1","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","8","2005"
"1","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","8","2005"
"1","0","Thaumantis diores","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","8","2005"
"1","0","Tirumala septentrionis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","8","2005"
"1","0","Appias albina","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","9","2005"
"5","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","9","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","9","2005"
"8","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","9","2005"
"1","0","Mycalesis misenus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","9","2005"
"3","0","Tirumala septentrionis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","9","2005"
"1","0","Troides aeacus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","17","9","2005"
"1","0","Athyma cama","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Celastrina lavendularis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"3","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Cyrestis thyodamas","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"15","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Graphium sarpedon","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Ideopsis similis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"2","0","Papilio helenus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Papilio memnon","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Parantica sita","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Parthenos sylvia","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"1","0","Pieris canidia","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"9","0","Stichophthalma howqua","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"2","0","Symbrenthia lilaea","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","6","2005"
"2","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","8","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","8","2005"
"1","0","Hebomoia glaucippe","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","8","2005"
"1","0","Lamproptera curius","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","8","2005"
"2","0","Stichophthalma fruhstorferi","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","8","2005"
"5","0","Stichophthalma howqua","21.0833_105.1_T2_2005","T2","21.083300","105.100000","18","8","2005"
"1","0","Catopsilia pomona","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"3","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"1","0","Delias pasithoe","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"3","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"1","0","Mycalesis inopia","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"2","0","Papilio memnon","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"1","0","Prioneris thestylis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"1","0","Stichophthalma howqua","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"1","0","Troides aeacus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","7","2005"
"1","0","Hasora vitta","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","8","2005"
"1","0","Papilio helenus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","8","2005"
"1","0","Parantica sita","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","8","2005"
"1","0","Penthema darlisa","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","8","2005"
"6","0","Stichophthalma howqua","21.0833_105.1_T2_2005","T2","21.083300","105.100000","19","8","2005"
"1","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","6","2005"
"1","0","Cethosia cyane","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","6","2005"
"1","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","6","2005"
"1","0","Lamproptera curius","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","6","2005"
"1","0","Neptis clinia","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","6","2005"
"1","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","7","2005"
"3","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","7","2005"
"2","0","Parantica sita","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","7","2005"
"3","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","8","2005"
"1","0","Papilio helenus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","8","2005"
"1","0","Tirumala septentrionis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","8","2005"
"1","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","9","2005"
"1","0","Hebomoia glaucippe","21.0833_105.1_T2_2005","T2","21.083300","105.100000","20","9","2005"
"3","0","Appias albina","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"9","0","Argyreus hyperbius","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"9","0","Catopsilia pomona","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"3","0","Delias acalis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"14","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"2","0","Lethe syrcis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"1","0","Neope muirheadi","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"3","0","Papilio helenus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"1","0","Papilio memnon","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"2","0","Papilio protenor","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"6","0","Parantica melaneus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"2","0","Parantica sita","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"9","0","Parnara apostata","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"36","0","Pieris canidia","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"1","0","Prioneris thestylis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"4","0","Pseudozizeeria maha","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"6","0","Stichophthalma howqua","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"2","0","Tirumala septentrionis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"1","0","Vanessa cardui","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"2","0","Vindula erota","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"1","0","Zizina otis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","5","2005"
"2","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","8","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","8","2005"
"1","0","Elymnias hypermnestra","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","8","2005"
"6","0","Euploea mulciber","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","8","2005"
"1","0","Lamproptera curius","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","8","2005"
"1","0","Troides helena","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","8","2005"
"1","0","Appias lyncida","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","9","2005"
"2","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","9","2005"
"1","0","Papilio memnon","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","9","2005"
"2","0","Parantica aglea","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","9","2005"
"1","0","Parantica melaneus","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","9","2005"
"1","0","Zemeros flegyas","21.0833_105.1_T2_2005","T2","21.083300","105.100000","21","9","2005"
"1","0","Cethosia biblis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","31","10","2005"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","31","10","2005"
"1","0","Eurema hecabe","21.0833_105.1_T2_2005","T2","21.083300","105.100000","31","10","2005"
"1","0","Hebomoia glaucippe","21.0833_105.1_T2_2005","T2","21.083300","105.100000","31","10","2005"
"1","0","Lethe syrcis","21.0833_105.1_T2_2005","T2","21.083300","105.100000","31","10","2005"
"1","0","Pieris canidia","21.0833_105.1_T2_2005","T2","21.083300","105.100000","31","10","2005"
"1","0","Ragadia crisilda","21.0833_105.1_T2_2005","T2","21.083300","105.100000","31","10","2005"
"3","0","Vindula erota","21.0833_105.1_T2_2005","T2","21.083300","105.100000","31","10","2005"
"1","0","Appias albina","21.0833_105.1_T2_2005","T2","21.083300","105.100000","9","10","2005"
"1","0","Ariadne ariadne","21.0833_105.1_T2_2005","T2","21.083300","105.100000","9","10","2005"
"2","0","Cirrochroa tyche","21.0833_105.1_T2_2005","T2","21.083300","105.100000","9","10","2005"
"1","0","Danaus genutia","21.0833_105.1_T2_2005","T2","21.083300","105.100000","9","10","2005"
"1","0","Eurema blanda","21.0833_105.1_T2_2005","T2","21.083300","105.100000","9","10","2005"
"1","0","Neope muirheadi","21.0833_105.1_T2_2005","T2","21.083300","105.100000","9","10","2005"
"3","0","Vindula erota","21.0833_105.1_T2_2005","T2","21.083300","105.100000","9","10","2005"
"1","0","Euploea mulciber","21.0833_105.1_T2_2006","T2","21.083300","105.100000","11","10","2006"
"1","0","Hypolimnas bolina","21.0833_105.1_T2_2006","T2","21.083300","105.100000","11","10","2006"
"1","0","Parantica melaneus","21.0833_105.1_T2_2006","T2","21.083300","105.100000","11","10","2006"
"1","0","Polyura athamas","21.0833_105.1_T2_2006","T2","21.083300","105.100000","11","10","2006"
"2","0","Ypthima imitans","21.0833_105.1_T2_2006","T2","21.083300","105.100000","11","10","2006"
"3","0","Argyreus hyperbius","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"1","0","Cethosia biblis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"1","0","Eurema blanda","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"1","0","Hebomoia glaucippe","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"7","0","Lethe verma","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"1","0","Parantica aglea","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"2","0","Parantica melaneus","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"2","0","Parantica sita","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"5","0","Pieris canidia","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"4","0","Pseudozizeeria maha","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"1","0","Symbrenthia lilaea","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"2","0","Vindula erota","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"1","0","Ypthima baldus","21.0833_105.1_T2_2006","T2","21.083300","105.100000","1","11","2006"
"3","0","Appias albina","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"5","0","Cethosia biblis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"1","0","Cyrestis thyodamas","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"4","0","Euploea mulciber","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"2","0","Hasora vitta","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"1","0","Lamproptera curius","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"1","0","Parantica aglea","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"1","0","Prioneris thestylis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"1","0","Stibochiona nicea","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"1","0","Tirumala septentrionis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"1","0","Vagrans egista","21.0833_105.1_T2_2006","T2","21.083300","105.100000","16","7","2006"
"2","0","Appias albina","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Argyreus hyperbius","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Athyma cama","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Cethosia biblis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"3","0","Cirrochroa tyche","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"2","0","Cyrestis thyodamas","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"24","0","Euploea mulciber","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Hasora vitta","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Lamproptera curius","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Lethe syrcis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Papilio memnon","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"2","0","Parantica aglea","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"3","0","Parantica sita","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Pieris canidia","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Symbrenthia hypselis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"5","0","Tirumala septentrionis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"3","0","Vagrans egista","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"1","0","Vanessa cardui","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","6","2006"
"2","0","Appias albina","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"2","0","Catopsilia pomona","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"6","0","Cethosia biblis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"3","0","Cirrochroa tyche","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"1","0","Cupha erymanthis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"2","0","Euploea mulciber","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"1","0","Gandaca harina","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"2","0","Lamproptera curius","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"1","0","Papilio memnon","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"1","0","Parantica sita","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"1","0","Pieris canidia","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"1","0","Symbrenthia lilaea","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"1","0","Tirumala septentrionis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"1","0","Troides aeacus","21.0833_105.1_T2_2006","T2","21.083300","105.100000","17","9","2006"
"4","0","Abisara fylla","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"1","0","Appias albina","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"1","0","Astictopterus jama","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"2","0","Cethosia biblis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"2","0","Cyrestis thyodamas","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"17","0","Euploea mulciber","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"1","0","Papilio paris","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"4","0","Parantica aglea","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"1","0","Parantica sita","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"1","0","Prioneris thestylis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"1","0","Stichophthalma howqua","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"3","0","Tirumala septentrionis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","6","2006"
"2","0","Abisara fylla","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"1","0","Appias albina","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"3","0","Cethosia biblis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"1","0","Cirrochroa tyche","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"1","0","Euploea midamus","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"7","0","Euploea mulciber","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"1","0","Hasora vitta","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"1","0","Papilio protenor","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"1","0","Stichophthalma howqua","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"7","0","Tirumala septentrionis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"1","0","Vagrans egista","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","7","2006"
"2","0","Appias albina","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","9","2006"
"1","0","Catopsilia pomona","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","9","2006"
"1","0","Lamproptera curius","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","9","2006"
"1","0","Stibochiona nicea","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","9","2006"
"1","0","Tirumala septentrionis","21.0833_105.1_T2_2006","T2","21.083300","105.100000","19","9","2006"
"1","0","Catopsilia pomona","21.0833_105.1_T2_2006","T2","21.083300","105.100000","20","8","2006"
